# x_m,y_m,w_tr_left_m,w_tr_right_m 
-0.7994731,0.1221017,0.0,0.0
-0.8043131,0.1133109,0.0,0.0
-0.8091686,0.1045389,0.0,0.0
-0.8140403,0.0957864,0.0,0.0
-0.8189286,0.0870541,0.0,0.0
-0.8238341,0.0783428,0.0,0.0
-0.8287572,0.0696531,0.0,0.0
-0.8336987,0.0609858,0.0,0.0
-0.8386589,0.0523416,0.0,0.0
-0.8436385,0.0437211,0.0,0.0
-0.8486379,0.0351251,0.0,0.0
-0.8537022,0.0264785,0.0,0.0
-0.8588145,0.0178129,0.0,0.0
-0.8639486,0.0091745,0.0,0.0
-0.8691049,0.0005639,0.0,0.0
-0.874284,-0.0080182,0.0,0.0
-0.879486,-0.0165712,0.0,0.0
-0.8847115,-0.0250946,0.0,0.0
-0.8899609,-0.0335876,0.0,0.0
-0.8952345,-0.0420496,0.0,0.0
-0.9005328,-0.0504801,0.0,0.0
-0.9058562,-0.0588783,0.0,0.0
-0.9112051,-0.0672437,0.0,0.0
-0.9166357,-0.0756618,0.0,0.0
-0.9221304,-0.0841023,0.0,0.0
-0.9276524,-0.0925071,0.0,0.0
-0.9332021,-0.1008757,0.0,0.0
-0.9387796,-0.1092074,0.0,0.0
-0.9443852,-0.1175018,0.0,0.0
-0.9500191,-0.1257584,0.0,0.0
-0.9556816,-0.1339766,0.0,0.0
-0.961373,-0.1421559,0.0,0.0
-0.9670933,-0.1502958,0.0,0.0
-0.972843,-0.1583957,0.0,0.0
-0.9786223,-0.1664552,0.0,0.0
-0.9845172,-0.1745916,0.0,0.0
-0.9904675,-0.1827186,0.0,0.0
-0.9964489,-0.1908023,0.0,0.0
-1.0024614,-0.1988423,0.0,0.0
-1.0085053,-0.2068381,0.0,0.0
-1.0145804,-0.2147893,0.0,0.0
-1.020687,-0.2226956,0.0,0.0
-1.0268251,-0.2305567,0.0,0.0
-1.0329947,-0.238372,0.0,0.0
-1.039196,-0.2461413,0.0,0.0
-1.0454289,-0.2538642,0.0,0.0
-1.0517151,-0.2615663,0.0,0.0
-1.0581333,-0.2693414,0.0,0.0
-1.0645843,-0.2770672,0.0,0.0
-1.0710681,-0.2847435,0.0,0.0
-1.0775845,-0.2923701,0.0,0.0
-1.0841333,-0.2999467,0.0,0.0
-1.0907145,-0.3074731,0.0,0.0
-1.0973278,-0.314949,0.0,0.0
-1.1039731,-0.3223743,0.0,0.0
-1.1106503,-0.3297487,0.0,0.0
-1.1173592,-0.3370719,0.0,0.0
-1.1240997,-0.3443437,0.0,0.0
-1.1309717,-0.3516701,0.0,0.0
-1.1379018,-0.3589704,0.0,0.0
-1.1448641,-0.3662172,0.0,0.0
-1.1518583,-0.3734105,0.0,0.0
-1.1588842,-0.3805504,0.0,0.0
-1.1659417,-0.3876369,0.0,0.0
-1.1730305,-0.39467,0.0,0.0
-1.1801504,-0.4016499,0.0,0.0
-1.1873011,-0.4085765,0.0,0.0
-1.1944825,-0.4154499,0.0,0.0
-1.2016943,-0.4222701,0.0,0.0
-1.2090125,-0.429108,0.0,0.0
-1.2164079,-0.4359348,0.0,0.0
-1.2238334,-0.4427067,0.0,0.0
-1.2312883,-0.4494238,0.0,0.0
-1.2387718,-0.4560862,0.0,0.0
-1.2462834,-0.462694,0.0,0.0
-1.2538223,-0.4692472,0.0,0.0
-1.2613878,-0.4757459,0.0,0.0
-1.2689794,-0.4821901,0.0,0.0
-1.2765962,-0.4885798,0.0,0.0
-1.2842376,-0.4949152,0.0,0.0
-1.2919883,-0.5012658,0.0,0.0
-1.2998127,-0.5076011,0.0,0.0
-1.3076608,-0.5138807,0.0,0.0
-1.315532,-0.5201047,0.0,0.0
-1.3234259,-0.5262734,0.0,0.0
-1.3313419,-0.5323871,0.0,0.0
-1.3392795,-0.538446,0.0,0.0
-1.3472382,-0.5444504,0.0,0.0
-1.3552175,-0.5504005,0.0,0.0
-1.3632168,-0.5562966,0.0,0.0
-1.3712356,-0.5621389,0.0,0.0
-1.3793865,-0.5680086,0.0,0.0
-1.3875794,-0.5738398,0.0,0.0
-1.3957915,-0.5796166,0.0,0.0
-1.4040227,-0.5853395,0.0,0.0
-1.4122727,-0.591009,0.0,0.0
-1.4205413,-0.5966255,0.0,0.0
-1.4288284,-0.6021895,0.0,0.0
-1.4371337,-0.6077016,0.0,0.0
-1.445457,-0.6131622,0.0,0.0
-1.4537982,-0.6185718,0.0,0.0
-1.4621806,-0.6239458,0.0,0.0
-1.4706679,-0.6293245,0.0,0.0
-1.4791728,-0.6346523,0.0,0.0
-1.4876955,-0.6399297,0.0,0.0
-1.4962355,-0.6451571,0.0,0.0
-1.5047929,-0.6503351,0.0,0.0
-1.5133674,-0.655464,0.0,0.0
-1.5219588,-0.6605444,0.0,0.0
-1.5305671,-0.6655767,0.0,0.0
-1.539192,-0.6705614,0.0,0.0
-1.5478333,-0.675499,0.0,0.0
-1.556549,-0.6804225,0.0,0.0
-1.5653024,-0.6853111,0.0,0.0
-1.5740724,-0.690153,0.0,0.0
-1.5828589,-0.6949488,0.0,0.0
-1.5916618,-0.6996989,0.0,0.0
-1.6004812,-0.7044037,0.0,0.0
-1.6093171,-0.7090637,0.0,0.0
-1.6181693,-0.7136794,0.0,0.0
-1.6270379,-0.7182512,0.0,0.0
-1.6359229,-0.7227796,0.0,0.0
-1.6448386,-0.7272722,0.0,0.0
-1.6537982,-0.7317356,0.0,0.0
-1.6627744,-0.7361565,0.0,0.0
-1.6717674,-0.7405351,0.0,0.0
-1.6807772,-0.7448719,0.0,0.0
-1.689804,-0.7491671,0.0,0.0
-1.698848,-0.7534213,0.0,0.0
-1.7079092,-0.7576347,0.0,0.0
-1.7169877,-0.7618078,0.0,0.0
-1.7260837,-0.7659408,0.0,0.0
-1.7351973,-0.7700342,0.0,0.0
-1.7443263,-0.7740872,0.0,0.0
-1.7534732,-0.7781013,0.0,0.0
-1.7626383,-0.7820765,0.0,0.0
-1.7718219,-0.7860133,0.0,0.0
-1.7810243,-0.7899117,0.0,0.0
-1.7902456,-0.793772,0.0,0.0
-1.7994861,-0.7975945,0.0,0.0
-1.8087461,-0.8013793,0.0,0.0
-1.8180259,-0.8051268,0.0,0.0
-1.8273256,-0.8088371,0.0,0.0
-1.8366111,-0.812497,0.0,0.0
-1.8458996,-0.8161137,0.0,0.0
-1.8552089,-0.8196939,0.0,0.0
-1.8645391,-0.8232379,0.0,0.0
-1.8738907,-0.8267455,0.0,0.0
-1.883264,-0.830217,0.0,0.0
-1.8926593,-0.8336522,0.0,0.0
-1.902077,-0.8370512,0.0,0.0
-1.9115174,-0.8404141,0.0,0.0
-1.9209809,-0.843741,0.0,0.0
-1.9304402,-0.8470223,0.0,0.0
-1.939848,-0.8502421,0.0,0.0
-1.9492793,-0.8534265,0.0,0.0
-1.9587345,-0.8565751,0.0,0.0
-1.9682141,-0.8596879,0.0,0.0
-1.9777183,-0.8627646,0.0,0.0
-1.9872474,-0.865805,0.0,0.0
-1.996802,-0.8688089,0.0,0.0
-2.0063822,-0.8717762,0.0,0.0
-2.0159885,-0.8747065,0.0,0.0
-2.0256212,-0.8775998,0.0,0.0
-2.0351677,-0.8804227,0.0,0.0
-2.0447043,-0.8831983,0.0,0.0
-2.0542673,-0.8859369,0.0,0.0
-2.0638571,-0.888638,0.0,0.0
-2.073474,-0.8913013,0.0,0.0
-2.0831182,-0.8939262,0.0,0.0
-2.09279,-0.8965123,0.0,0.0
-2.1024897,-0.8990591,0.0,0.0
-2.1122175,-0.9015662,0.0,0.0
-2.1219737,-0.9040331,0.0,0.0
-2.1317439,-0.9064557,0.0,0.0
-2.1413728,-0.9087964,0.0,0.0
-2.1510297,-0.9110967,0.0,0.0
-2.1607147,-0.913356,0.0,0.0
-2.1704278,-0.9155735,0.0,0.0
-2.1801693,-0.9177485,0.0,0.0
-2.1899391,-0.9198802,0.0,0.0
-2.1997374,-0.921968,0.0,0.0
-2.2095642,-0.9240112,0.0,0.0
-2.2194198,-0.9260088,0.0,0.0
-2.2293041,-0.9279604,0.0,0.0
-2.2391769,-0.9298574,0.0,0.0
-2.2489149,-0.9316771,0.0,0.0
-2.2586806,-0.9334503,0.0,0.0
-2.2684737,-0.9351764,0.0,0.0
-2.2782943,-0.9368544,0.0,0.0
-2.2881421,-0.9384837,0.0,0.0
-2.298017,-0.9400635,0.0,0.0
-2.307919,-0.9415929,0.0,0.0
-2.3178478,-0.9430714,0.0,0.0
-2.3278033,-0.944498,0.0,0.0
-2.3377855,-0.945872,0.0,0.0
-2.3477754,-0.9471902,0.0,0.0
-2.3576015,-0.9484312,0.0,0.0
-2.3674526,-0.9496203,0.0,0.0
-2.3773284,-0.9507574,0.0,0.0
-2.3872286,-0.9518423,0.0,0.0
-2.397153,-0.952875,0.0,0.0
-2.4071012,-0.9538554,0.0,0.0
-2.417073,-0.9547835,0.0,0.0
-2.4270681,-0.9556591,0.0,0.0
-2.4370862,-0.956482,0.0,0.0
-2.4471271,-0.9572524,0.0,0.0
-2.4571904,-0.95797,0.0,0.0
-2.4671139,-0.9586244,0.0,0.0
-2.4770035,-0.9592244,0.0,0.0
-2.4869146,-0.9597737,0.0,0.0
-2.4968473,-0.960272,0.0,0.0
-2.5068018,-0.9607194,0.0,0.0
-2.5167784,-0.9611157,0.0,0.0
-2.5267771,-0.9614608,0.0,0.0
-2.5367981,-0.9617546,0.0,0.0
-2.5468417,-0.9619971,0.0,0.0
-2.556908,-0.9621881,0.0,0.0
-2.5669971,-0.9623276,0.0,0.0
-2.5770768,-0.9624152,0.0,0.0
-2.5869965,-0.9624513,0.0,0.0
-2.5969363,-0.9624382,0.0,0.0
-2.6068943,-0.9623761,0.0,0.0
-2.6168688,-0.9622654,0.0,0.0
-2.6268579,-0.9621063,0.0,0.0
-2.6368597,-0.961899,0.0,0.0
-2.6468724,-0.961644,0.0,0.0
-2.6568942,-0.9613414,0.0,0.0
-2.6669232,-0.9609916,0.0,0.0
-2.6769576,-0.9605948,0.0,0.0
-2.6869955,-0.9601514,0.0,0.0
-2.6970282,-0.9596619,0.0,0.0
-2.7070446,-0.9591271,0.0,0.0
-2.7170586,-0.9585465,0.0,0.0
-2.7270678,-0.95792,0.0,0.0
-2.7370701,-0.9572476,0.0,0.0
-2.7470633,-0.9565295,0.0,0.0
-2.757045,-0.9557656,0.0,0.0
-2.767013,-0.954956,0.0,0.0
-2.7769652,-0.9541008,0.0,0.0
-2.7868993,-0.9532,0.0,0.0
-2.796813,-0.9522537,0.0,0.0
-2.8067042,-0.9512618,0.0,0.0
-2.8166575,-0.9502152,0.0,0.0
-2.8266973,-0.9491094,0.0,0.0
-2.8367098,-0.9479556,0.0,0.0
-2.8466949,-0.9467535,0.0,0.0
-2.8566527,-0.9455026,0.0,0.0
-2.8665829,-0.9442025,0.0,0.0
-2.8764855,-0.9428527,0.0,0.0
-2.8863604,-0.9414528,0.0,0.0
-2.8962075,-0.9400023,0.0,0.0
-2.9060267,-0.9385008,0.0,0.0
-2.9158179,-0.9369479,0.0,0.0
-2.9255811,-0.9353431,0.0,0.0
-2.9355056,-0.9336532,0.0,0.0
-2.945448,-0.9319003,0.0,0.0
-2.9553593,-0.9300925,0.0,0.0
-2.9652387,-0.9282299,0.0,0.0
-2.9750853,-0.9263125,0.0,0.0
-2.9848982,-0.9243404,0.0,0.0
-2.9946767,-0.9223136,0.0,0.0
-3.0044199,-0.9202323,0.0,0.0
-3.0141269,-0.9180964,0.0,0.0
-3.0237969,-0.915906,0.0,0.0
-3.033429,-0.9136613,0.0,0.0
-3.0431438,-0.9113326,0.0,0.0
-3.0529723,-0.9089099,0.0,0.0
-3.0627587,-0.9064299,0.0,0.0
-3.0725025,-0.903893,0.0,0.0
-3.0822032,-0.9012993,0.0,0.0
-3.0918603,-0.8986491,0.0,0.0
-3.1014735,-0.8959426,0.0,0.0
-3.1110421,-0.8931799,0.0,0.0
-3.1205658,-0.8903614,0.0,0.0
-3.1300441,-0.8874872,0.0,0.0
-3.1394764,-0.8845576,0.0,0.0
-3.1489801,-0.8815349,0.0,0.0
-3.1586116,-0.878398,0.0,0.0
-3.1681931,-0.8752033,0.0,0.0
-3.1777241,-0.8719512,0.0,0.0
-3.1872043,-0.8686424,0.0,0.0
-3.1966333,-0.8652773,0.0,0.0
-3.2060108,-0.8618566,0.0,0.0
-3.2153365,-0.8583808,0.0,0.0
-3.2246098,-0.8548504,0.0,0.0
-3.2338306,-0.851266,0.0,0.0
-3.2429985,-0.847628,0.0,0.0
-3.2523194,-0.8438527,0.0,0.0
-3.261674,-0.8399854,0.0,0.0
-3.2709716,-0.8360632,0.0,0.0
-3.2802119,-0.832087,0.0,0.0
-3.2893951,-0.8280575,0.0,0.0
-3.2985209,-0.8239757,0.0,0.0
-3.3075894,-0.8198423,0.0,0.0
-3.3166004,-0.8156582,0.0,0.0
-3.3255539,-0.8114241,0.0,0.0
-3.3344498,-0.807141,0.0,0.0
-3.3433836,-0.8027624,0.0,0.0
-3.3524507,-0.7982387,0.0,0.0
-3.3614564,-0.7936656,0.0,0.0
-3.370401,-0.7890442,0.0,0.0
-3.3792846,-0.7843756,0.0,0.0
-3.3881075,-0.779661,0.0,0.0
-3.3968697,-0.7749014,0.0,0.0
-3.4055716,-0.770098,0.0,0.0
-3.4142132,-0.7652518,0.0,0.0
-3.4227948,-0.7603641,0.0,0.0
-3.4313988,-0.7553878,0.0,0.0
-3.4401371,-0.7502561,0.0,0.0
-3.4488123,-0.7450837,0.0,0.0
-3.4574248,-0.739872,0.0,0.0
-3.4659751,-0.7346223,0.0,0.0
-3.4744635,-0.7293361,0.0,0.0
-3.4828905,-0.7240145,0.0,0.0
-3.4912565,-0.7186591,0.0,0.0
-3.499562,-0.7132711,0.0,0.0
-3.5078074,-0.7078518,0.0,0.0
-3.5161506,-0.7022973,0.0,0.0
-3.5245464,-0.6966357,0.0,0.0
-3.5328797,-0.6909451,0.0,0.0
-3.5411512,-0.6852271,0.0,0.0
-3.5493616,-0.6794832,0.0,0.0
-3.5575115,-0.6737148,0.0,0.0
-3.5656015,-0.6679234,0.0,0.0
-3.5736323,-0.6621105,0.0,0.0
-3.5816046,-0.6562777,0.0,0.0
-3.5895673,-0.6503906,0.0,0.0
-3.5976975,-0.644317,0.0,0.0
-3.6057671,-0.6382269,0.0,0.0
-3.6137769,-0.6321217,0.0,0.0
-3.6217276,-0.6260032,0.0,0.0
-3.6296199,-0.6198728,0.0,0.0
-3.6374546,-0.6137322,0.0,0.0
-3.6452324,-0.607583,0.0,0.0
-3.652954,-0.6014267,0.0,0.0
-3.6606454,-0.5952445,0.0,0.0
-3.6685393,-0.588849,0.0,0.0
-3.6763755,-0.5824507,0.0,0.0
-3.6841551,-0.576051,0.0,0.0
-3.6918795,-0.5696512,0.0,0.0
-3.6995497,-0.5632528,0.0,0.0
-3.707167,-0.556857,0.0,0.0
-3.7147326,-0.5504653,0.0,0.0
-3.7222476,-0.544079,0.0,0.0
-3.7298109,-0.5376158,0.0,0.0
-3.7375214,-0.5309912,0.0,0.0
-3.7451792,-0.5243774,0.0,0.0
-3.7527838,-0.5177759,0.0,0.0
-3.7603353,-0.5111885,0.0,0.0
-3.7678333,-0.504617,0.0,0.0
-3.7752775,-0.4980632,0.0,0.0
-3.7826679,-0.4915286,0.0,0.0
-3.7900042,-0.4850152,0.0,0.0
-3.7975598,-0.4782805,0.0,0.0
-3.8050908,-0.4715446,0.0,0.0
-3.8125753,-0.464832,0.0,0.0
-3.8200198,-0.4581417,0.0,0.0
-3.8274307,-0.4514728,0.0,0.0
-3.8348147,-0.4448245,0.0,0.0
-3.8421783,-0.4381959,0.0,0.0
-3.8495279,-0.431586,0.0,0.0
-3.8569605,-0.4249131,0.0,0.0
-3.864412,-0.4182412,0.0,0.0
-3.871869,-0.4115893,0.0,0.0
-3.8793379,-0.4049583,0.0,0.0
-3.8868252,-0.3983493,0.0,0.0
-3.8943373,-0.391763,0.0,0.0
-3.9018808,-0.3852006,0.0,0.0
-3.9094622,-0.3786629,0.0,0.0
-3.9170399,-0.3721914,0.0,0.0
-3.9246535,-0.3657548,0.0,0.0
-3.9323109,-0.3593488,0.0,0.0
-3.9400116,-0.352976,0.0,0.0
-3.9477553,-0.3466393,0.0,0.0
-3.9555414,-0.3403413,0.0,0.0
-3.9633694,-0.3340847,0.0,0.0
-3.971239,-0.3278723,0.0,0.0
-3.9791245,-0.3217264,0.0,0.0
-3.9870458,-0.3156336,0.0,0.0
-3.995009,-0.3095919,0.0,0.0
-4.0030148,-0.3036035,0.0,0.0
-4.0110637,-0.2976708,0.0,0.0
-4.0191566,-0.2917959,0.0,0.0
-4.027294,-0.285981,0.0,0.0
-4.0354766,-0.2802285,0.0,0.0
-4.0437054,-0.2745403,0.0,0.0
-4.0519801,-0.2689188,0.0,0.0
-4.0603004,-0.2633663,0.0,0.0
-4.0686661,-0.2578852,0.0,0.0
-4.077077,-0.2524776,0.0,0.0
-4.0855327,-0.2471459,0.0,0.0
-4.094033,-0.2418923,0.0,0.0
-4.1025777,-0.236719,0.0,0.0
-4.1111891,-0.231615,0.0,0.0
-4.1198537,-0.2265906,0.0,0.0
-4.1285617,-0.2216532,0.0,0.0
-4.1373123,-0.2168044,0.0,0.0
-4.146105,-0.212046,0.0,0.0
-4.1549392,-0.2073799,0.0,0.0
-4.1638142,-0.2028078,0.0,0.0
-4.1727295,-0.1983314,0.0,0.0
-4.1817197,-0.1939354,0.0,0.0
-4.1907656,-0.1896305,0.0,0.0
-4.1998499,-0.1854249,0.0,0.0
-4.2089714,-0.1813188,0.0,0.0
-4.2181294,-0.1773121,0.0,0.0
-4.2273227,-0.1734049,0.0,0.0
-4.2365504,-0.1695973,0.0,0.0
-4.2458117,-0.1658893,0.0,0.0
-4.2551373,-0.1622689,0.0,0.0
-4.2645085,-0.1587436,0.0,0.0
-4.2739106,-0.1553185,0.0,0.0
-4.2833429,-0.1519934,0.0,0.0
-4.2928042,-0.1487679,0.0,0.0
-4.3022938,-0.1456418,0.0,0.0
-4.3118107,-0.1426148,0.0,0.0
-4.3213539,-0.1396865,0.0,0.0
-4.3309461,-0.1368501,0.0,0.0
-4.3405706,-0.1341102,0.0,0.0
-4.3502188,-0.1314691,0.0,0.0
-4.3598899,-0.1289266,0.0,0.0
-4.369583,-0.1264824,0.0,0.0
-4.3792972,-0.1241363,0.0,0.0
-4.3890316,-0.1218881,0.0,0.0
-4.3987852,-0.1197377,0.0,0.0
-4.4085741,-0.1176814,0.0,0.0
-4.4183837,-0.1157221,0.0,0.0
-4.4282101,-0.1138605,0.0,0.0
-4.4380521,-0.1120964,0.0,0.0
-4.4479091,-0.1104297,0.0,0.0
-4.45778,-0.1088602,0.0,0.0
-4.4676641,-0.1073878,0.0,0.0
-4.4775603,-0.1060123,0.0,0.0
-4.4874803,-0.1047321,0.0,0.0
-4.4974116,-0.1035488,0.0,0.0
-4.5073524,-0.1024624,0.0,0.0
-4.5173019,-0.1014728,0.0,0.0
-4.5272591,-0.1005799,0.0,0.0
-4.5372231,-0.0997837,0.0,0.0
-4.547193,-0.0990839,0.0,0.0
-4.5571684,-0.0984806,0.0,0.0
-4.5671576,-0.0979733,0.0,0.0
-4.57715,-0.0975624,0.0,0.0
-4.5871447,-0.097248,0.0,0.0
-4.5971407,-0.09703,0.0,0.0
-4.6071372,-0.0969083,0.0,0.0
-4.6171331,-0.0968828,0.0,0.0
-4.6271277,-0.0969536,0.0,0.0
-4.6371216,-0.0971206,0.0,0.0
-4.6471199,-0.0973839,0.0,0.0
-4.6571141,-0.0977433,0.0,0.0
-4.6671033,-0.0981987,0.0,0.0
-4.6770864,-0.0987498,0.0,0.0
-4.6870625,-0.0993967,0.0,0.0
-4.6970308,-0.100139,0.0,0.0
-4.7069903,-0.1009767,0.0,0.0
-4.7169428,-0.1019099,0.0,0.0
-4.726891,-0.1029387,0.0,0.0
-4.7368279,-0.1040621,0.0,0.0
-4.7467526,-0.1052795,0.0,0.0
-4.7566644,-0.1065903,0.0,0.0
-4.7665623,-0.1079939,0.0,0.0
-4.7764458,-0.1094899,0.0,0.0
-4.7863138,-0.1110776,0.0,0.0
-4.796169,-0.1127571,0.0,0.0
-4.8060116,-0.1145281,0.0,0.0
-4.8158366,-0.1163891,0.0,0.0
-4.8256433,-0.1183397,0.0,0.0
-4.835431,-0.1203791,0.0,0.0
-4.845199,-0.1225068,0.0,0.0
-4.8549467,-0.124722,0.0,0.0
-4.8646733,-0.1270242,0.0,0.0
-4.8743819,-0.1294137,0.0,0.0
-4.8840711,-0.1318898,0.0,0.0
-4.8937372,-0.1344512,0.0,0.0
-4.9033795,-0.1370972,0.0,0.0
-4.9129974,-0.1398272,0.0,0.0
-4.9225903,-0.1426407,0.0,0.0
-4.9321575,-0.1455371,0.0,0.0
-4.9416984,-0.1485157,0.0,0.0
-4.9512178,-0.1515778,0.0,0.0
-4.9607118,-0.1547217,0.0,0.0
-4.9701777,-0.1579463,0.0,0.0
-4.9796147,-0.1612509,0.0,0.0
-4.9890223,-0.164635,0.0,0.0
-4.9983998,-0.168098,0.0,0.0
-5.0077468,-0.1716392,0.0,0.0
-5.0170626,-0.1752582,0.0,0.0
-5.026355,-0.1789577,0.0,0.0
-5.0356165,-0.1827344,0.0,0.0
-5.0448449,-0.1865874,0.0,0.0
-5.0540398,-0.1905159,0.0,0.0
-5.0632006,-0.1945194,0.0,0.0
-5.0723268,-0.1985974,0.0,0.0
-5.0814177,-0.2027493,0.0,0.0
-5.0904731,-0.2069745,0.0,0.0
-5.0995048,-0.2112786,0.0,0.0
-5.1084995,-0.215655,0.0,0.0
-5.1174568,-0.2201033,0.0,0.0
-5.1263761,-0.2246228,0.0,0.0
-5.1352568,-0.2292129,0.0,0.0
-5.1440986,-0.2338732,0.0,0.0
-5.1529008,-0.238603,0.0,0.0
-5.1616659,-0.2434034,0.0,0.0
-5.1704038,-0.2482799,0.0,0.0
-5.1791005,-0.2532244,0.0,0.0
-5.1877554,-0.2582364,0.0,0.0
-5.1963682,-0.2633153,0.0,0.0
-5.2049383,-0.2684607,0.0,0.0
-5.2134652,-0.2736719,0.0,0.0
-5.2219485,-0.2789482,0.0,0.0
-5.2303951,-0.2842941,0.0,0.0
-5.2388097,-0.2897124,0.0,0.0
-5.247179,-0.2951945,0.0,0.0
-5.2555027,-0.3007399,0.0,0.0
-5.2637801,-0.306348,0.0,0.0
-5.2720109,-0.3120181,0.0,0.0
-5.2801946,-0.3177497,0.0,0.0
-5.2883307,-0.3235423,0.0,0.0
-5.2964328,-0.3294054,0.0,0.0
-5.3044965,-0.335336,0.0,0.0
-5.3125111,-0.3413262,0.0,0.0
-5.3204761,-0.3473753,0.0,0.0
-5.3283911,-0.3534828,0.0,0.0
-5.3362557,-0.359648,0.0,0.0
-5.3440695,-0.3658704,0.0,0.0
-5.351832,-0.3721493,0.0,0.0
-5.3595654,-0.3785029,0.0,0.0
-5.367252,-0.3849169,0.0,0.0
-5.3748858,-0.391386,0.0,0.0
-5.3824664,-0.3979097,0.0,0.0
-5.3899933,-0.4044874,0.0,0.0
-5.3974663,-0.4111184,0.0,0.0
-5.4048849,-0.4178022,0.0,0.0
-5.4122504,-0.4245397,0.0,0.0
-5.419591,-0.4313569,0.0,0.0
-5.4268755,-0.4382255,0.0,0.0
-5.4341037,-0.4451448,0.0,0.0
-5.4412752,-0.4521142,0.0,0.0
-5.4483896,-0.459133,0.0,0.0
-5.4554466,-0.4662007,0.0,0.0
-5.4624458,-0.4733165,0.0,0.0
-5.4693992,-0.4804926,0.0,0.0
-5.4763172,-0.4877404,0.0,0.0
-5.4831757,-0.4950349,0.0,0.0
-5.4899745,-0.5023756,0.0,0.0
-5.4967133,-0.5097616,0.0,0.0
-5.5033917,-0.5171924,0.0,0.0
-5.5100094,-0.5246674,0.0,0.0
-5.5165661,-0.5321858,0.0,0.0
-5.5230877,-0.5397778,0.0,0.0
-5.5295598,-0.5474273,0.0,0.0
-5.5359692,-0.5551189,0.0,0.0
-5.5423157,-0.5628517,0.0,0.0
-5.5485989,-0.5706251,0.0,0.0
-5.5548187,-0.5784385,0.0,0.0
-5.5609746,-0.5862911,0.0,0.0
-5.5670684,-0.5941849,0.0,0.0
-5.5731375,-0.6021693,0.0,0.0
-5.5791411,-0.6101913,0.0,0.0
-5.585079,-0.6182504,0.0,0.0
-5.5909508,-0.6263458,0.0,0.0
-5.5967564,-0.6344768,0.0,0.0
-5.6024954,-0.6426427,0.0,0.0
-5.6081677,-0.6508427,0.0,0.0
-5.613794,-0.6591073,0.0,0.0
-5.6193755,-0.6674395,0.0,0.0
-5.6248885,-0.6758042,0.0,0.0
-5.6303328,-0.6842007,0.0,0.0
-5.6357082,-0.6926283,0.0,0.0
-5.6410144,-0.7010862,0.0,0.0
-5.6462512,-0.7095737,0.0,0.0
-5.6514185,-0.71809,0.0,0.0
-5.6565599,-0.7267086,0.0,0.0
-5.6616319,-0.735358,0.0,0.0
-5.6666325,-0.7440345,0.0,0.0
-5.6715615,-0.7527373,0.0,0.0
-5.6764189,-0.7614657,0.0,0.0
-5.6812043,-0.7702189,0.0,0.0
-5.6859178,-0.778996,0.0,0.0
-5.6905831,-0.7878425,0.0,0.0
-5.6951976,-0.7967552,0.0,0.0
-5.6997381,-0.80569,0.0,0.0
-5.7042046,-0.8146461,0.0,0.0
-5.7085969,-0.8236228,0.0,0.0
-5.7129148,-0.8326191,0.0,0.0
-5.7171583,-0.8416345,0.0,0.0
-5.721334,-0.8506827,0.0,0.0
-5.7254742,-0.8598365,0.0,0.0
-5.7295379,-0.8690071,0.0,0.0
-5.7335251,-0.8781938,0.0,0.0
-5.7374357,-0.8873958,0.0,0.0
-5.7412695,-0.8966122,0.0,0.0
-5.7450266,-0.9058421,0.0,0.0
-5.7487068,-0.9150848,0.0,0.0
-5.7523486,-0.9244397,0.0,0.0
-5.7559182,-0.9338228,0.0,0.0
-5.759409,-0.9432163,0.0,0.0
-5.762821,-0.9526193,0.0,0.0
-5.7661543,-0.962031,0.0,0.0
-5.7694088,-0.9714503,0.0,0.0
-5.7725848,-0.9808765,0.0,0.0
-5.7757105,-0.9903962,0.0,0.0
-5.7787709,-0.9999665,0.0,0.0
-5.7817511,-1.0095408,0.0,0.0
-5.7846516,-1.019118,0.0,0.0
-5.7874729,-1.0286969,0.0,0.0
-5.7902153,-1.0382767,0.0,0.0
-5.7928793,-1.0478561,0.0,0.0
-5.795488,-1.0575196,0.0,0.0
-5.7980351,-1.0672475,0.0,0.0
-5.8005028,-1.0769717,0.0,0.0
-5.8028918,-1.0866913,0.0,0.0
-5.8052026,-1.0964053,0.0,0.0
-5.8074358,-1.1061125,0.0,0.0
-5.809592,-1.1158118,0.0,0.0
-5.8116927,-1.1256015,0.0,0.0
-5.8137311,-1.1354543,0.0,0.0
-5.8156916,-1.1452958,0.0,0.0
-5.8175751,-1.1551252,0.0,0.0
-5.8193822,-1.1649413,0.0,0.0
-5.8211136,-1.1747433,0.0,0.0
-5.82277,-1.1845302,0.0,0.0
-5.8243737,-1.1944372,0.0,0.0
-5.8259101,-1.204382,0.0,0.0
-5.8273708,-1.2143082,0.0,0.0
-5.8287566,-1.2242149,0.0,0.0
-5.8300682,-1.2341012,0.0,0.0
-5.8313065,-1.2439661,0.0,0.0
-5.8324723,-1.2538089,0.0,0.0
-5.8335883,-1.2638335,0.0,0.0
-5.8346308,-1.2738375,0.0,0.0
-5.8356002,-1.2838158,0.0,0.0
-5.8364974,-1.2937677,0.0,0.0
-5.8373231,-1.3036924,0.0,0.0
-5.8380783,-1.313589,0.0,0.0
-5.8387696,-1.3235441,0.0,0.0
-5.839399,-1.333606,0.0,0.0
-5.8399574,-1.3436363,0.0,0.0
-5.8404457,-1.3536345,0.0,0.0
-5.840865,-1.3636,0.0,0.0
