# x_m,y_m,w_tr_left_m,w_tr_right_m 
1.2763057,0.4669623,0.0,0.0
1.2712638,0.4758008,0.0,0.0
1.2661933,0.4845761,0.0,0.0
1.2610949,0.4932877,0.0,0.0
1.2559699,0.5019351,0.0,0.0
1.2508191,0.5105178,0.0,0.0
1.2456435,0.5190354,0.0,0.0
1.2404441,0.5274874,0.0,0.0
1.2352219,0.5358733,0.0,0.0
1.2299779,0.5441928,0.0,0.0
1.2245907,0.5526358,0.0,0.0
1.2190635,0.5611918,0.0,0.0
1.2135161,0.5696736,0.0,0.0
1.2079497,0.5780808,0.0,0.0
1.2023656,0.586413,0.0,0.0
1.1967651,0.5946696,0.0,0.0
1.1911495,0.6028502,0.0,0.0
1.1855202,0.6109544,0.0,0.0
1.1798785,0.6189818,0.0,0.0
1.1741065,0.6270983,0.0,0.0
1.1681313,0.6354004,0.0,0.0
1.1621468,0.6436155,0.0,0.0
1.1561546,0.6517432,0.0,0.0
1.1501562,0.659783,0.0,0.0
1.1441533,0.6677346,0.0,0.0
1.1381475,0.6755974,0.0,0.0
1.1321404,0.6833711,0.0,0.0
1.1261334,0.6910552,0.0,0.0
1.1198355,0.6990174,0.0,0.0
1.1134348,0.7070126,0.0,0.0
1.1070401,0.7149045,0.0,0.0
1.1006532,0.7226928,0.0,0.0
1.0942762,0.730377,0.0,0.0
1.0879109,0.7379568,0.0,0.0
1.0815592,0.7454318,0.0,0.0
1.0752232,0.7528015,0.0,0.0
1.0685882,0.7604273,0.0,0.0
1.0617845,0.7681509,0.0,0.0
1.0550062,0.7757504,0.0,0.0
1.0482556,0.7832255,0.0,0.0
1.0415353,0.7905759,0.0,0.0
1.0348476,0.7978012,0.0,0.0
1.028195,0.8049012,0.0,0.0
1.0215037,0.8119552,0.0,0.0
1.0142894,0.8194637,0.0,0.0
1.0071266,0.8268201,0.0,0.0
1.0000183,0.8340243,0.0,0.0
0.9929679,0.8410762,0.0,0.0
0.9859785,0.8479755,0.0,0.0
0.9790534,0.8547222,0.0,0.0
0.971967,0.8615344,0.0,0.0
0.964377,0.8687285,0.0,0.0
0.9568801,0.8757313,0.0,0.0
0.9494807,0.882543,0.0,0.0
0.9421832,0.8891638,0.0,0.0
0.934992,0.895594,0.0,0.0
0.9277324,0.9019906,0.0,0.0
0.91975,0.9089141,0.0,0.0
0.9119259,0.9155886,0.0,0.0
0.9042666,0.9220154,0.0,0.0
0.8967786,0.9281959,0.0,0.0
0.8894683,0.9341313,0.0,0.0
0.8812246,0.9407072,0.0,0.0
0.8730498,0.9471052,0.0,0.0
0.8651547,0.9531679,0.0,0.0
0.8575492,0.9588995,0.0,0.0
0.8496013,0.9647748,0.0,0.0
0.8409823,0.9710142,0.0,0.0
0.8328607,0.9767701,0.0,0.0
0.8252537,0.9820557,0.0,0.0
0.8164554,0.9880483,0.0,0.0
0.8080571,0.9936659,0.0,0.0
0.800448,0.9987024,0.0,0.0
0.7913698,1.0047563,0.0,0.0
0.7834956,1.0104305,0.0,0.0
0.7785719,1.0176369,0.0,0.0
0.7863917,1.0233821,0.0,0.0
0.794983,1.0277644,0.0,0.0
0.8036883,1.0329418,0.0,0.0
0.8118543,1.0390612,0.0,0.0
0.8189126,1.0459441,0.0,0.0
0.8250371,1.0540366,0.0,0.0
0.8295562,1.0626773,0.0,0.0
0.8326155,1.0722413,0.0,0.0
0.8339665,1.0820178,0.0,0.0
0.833753,1.0916816,0.0,0.0
0.8319755,1.1019945,0.0,0.0
0.8291571,1.111067,0.0,0.0
0.8253389,1.1198898,0.0,0.0
0.8203357,1.12896,0.0,0.0
0.8145335,1.1376317,0.0,0.0
0.8089153,1.1448616,0.0,0.0
0.8025008,1.1521358,0.0,0.0
0.7952557,1.159417,0.0,0.0
0.7871455,1.1666678,0.0,0.0
0.7797179,1.1726479,0.0,0.0
0.7721972,1.1781821,0.0,0.0
0.7641292,1.1836337,0.0,0.0
0.7555155,1.188982,0.0,0.0
0.7463579,1.1942065,0.0,0.0
0.736658,1.1992868,0.0,0.0
0.7282933,1.2033356,0.0,0.0
0.7196596,1.2072316,0.0,0.0
0.7106908,1.2110088,0.0,0.0
0.7013985,1.2146628,0.0,0.0
0.691794,1.2181886,0.0,0.0
0.6818887,1.2215817,0.0,0.0
0.6716941,1.2248375,0.0,0.0
0.6624253,1.2276046,0.0,0.0
0.6532083,1.2301858,0.0,0.0
0.6437969,1.2326562,0.0,0.0
0.6341969,1.2350133,0.0,0.0
0.624414,1.2372543,0.0,0.0
0.6144541,1.2393769,0.0,0.0
0.604323,1.2413785,0.0,0.0
0.5940264,1.2432564,0.0,0.0
0.5841417,1.2449165,0.0,0.0
0.5746011,1.2463907,0.0,0.0
0.56494,1.2477596,0.0,0.0
0.5551628,1.2490219,0.0,0.0
0.5452738,1.2501764,0.0,0.0
0.5352775,1.2512218,0.0,0.0
0.5251783,1.2521566,0.0,0.0
0.5149805,1.2529796,0.0,0.0
0.5046886,1.2536896,0.0,0.0
0.4945622,1.2542719,0.0,0.0
0.4848243,1.2547251,0.0,0.0
0.4750156,1.2550773,0.0,0.0
0.4651392,1.2553277,0.0,0.0
0.4551986,1.2554755,0.0,0.0
0.4451969,1.2555199,0.0,0.0
0.4351374,1.2554602,0.0,0.0
0.4250234,1.2552953,0.0,0.0
0.4148581,1.2550246,0.0,0.0
0.4046449,1.2546473,0.0,0.0
0.3946124,1.2541742,0.0,0.0
0.384787,1.253613,0.0,0.0
0.3749262,1.2529529,0.0,0.0
0.3650325,1.2521934,0.0,0.0
0.3551087,1.2513341,0.0,0.0
0.3451571,1.2503745,0.0,0.0
0.3351804,1.2493141,0.0,0.0
0.3251811,1.2481525,0.0,0.0
0.3151617,1.2468893,0.0,0.0
0.3051249,1.245524,0.0,0.0
0.2951098,1.2440616,0.0,0.0
0.2853339,1.2425375,0.0,0.0
0.2755483,1.240916,0.0,0.0
0.265755,1.2391969,0.0,0.0
0.255956,1.2373799,0.0,0.0
0.2461533,1.2354649,0.0,0.0
0.236349,1.2334516,0.0,0.0
0.2265451,1.2313399,0.0,0.0
0.2167436,1.2291294,0.0,0.0
0.2069465,1.22682,0.0,0.0
0.1971558,1.2244115,0.0,0.0
0.1874517,1.2219241,0.0,0.0
0.1778449,1.2193624,0.0,0.0
0.1682497,1.2167047,0.0,0.0
0.1586675,1.2139507,0.0,0.0
0.1491,1.2111006,0.0,0.0
0.1395488,1.2081542,0.0,0.0
0.1300154,1.2051117,0.0,0.0
0.1205015,1.2019728,0.0,0.0
0.1110085,1.1987378,0.0,0.0
0.1015382,1.1954064,0.0,0.0
0.092092,1.1919787,0.0,0.0
0.0827326,1.188478,0.0,0.0
0.0734353,1.184896,0.0,0.0
0.0641656,1.18122,0.0,0.0
0.0549248,1.1774501,0.0,0.0
0.0457141,1.1735864,0.0,0.0
0.0365346,1.1696291,0.0,0.0
0.0273875,1.1655784,0.0,0.0
0.0182739,1.1614345,0.0,0.0
0.0091952,1.1571975,0.0,0.0
0.0001523,1.1528676,0.0,0.0
-0.0088534,1.1484449,0.0,0.0
-0.0177718,1.1439547,0.0,0.0
-0.0266287,1.1393852,0.0,0.0
-0.0354463,1.1347251,0.0,0.0
-0.0442237,1.129975,0.0,0.0
-0.0529602,1.1251351,0.0,0.0
-0.0616549,1.1202058,0.0,0.0
-0.0703072,1.1151874,0.0,0.0
-0.0789163,1.1100802,0.0,0.0
-0.0874812,1.1048847,0.0,0.0
-0.0960014,1.0996012,0.0,0.0
-0.1044759,1.0942299,0.0,0.0
-0.1128541,1.088804,0.0,0.0
-0.1211584,1.0833106,0.0,0.0
-0.1294162,1.0777324,0.0,0.0
-0.137627,1.0720699,0.0,0.0
-0.1457906,1.0663237,0.0,0.0
-0.1539064,1.0604942,0.0,0.0
-0.161974,1.054582,0.0,0.0
-0.1699931,1.0485875,0.0,0.0
-0.1779632,1.0425112,0.0,0.0
-0.1858839,1.0363538,0.0,0.0
-0.1937549,1.0301156,0.0,0.0
-0.2015275,1.0238364,0.0,0.0
-0.2092024,1.0175184,0.0,0.0
-0.216828,1.0111233,0.0,0.0
-0.2244043,1.0046519,0.0,0.0
-0.2319312,0.9981047,0.0,0.0
-0.2394086,0.9914824,0.0,0.0
-0.2468365,0.9847856,0.0,0.0
-0.2542147,0.978015,0.0,0.0
-0.2615432,0.9711713,0.0,0.0
-0.2688219,0.9642551,0.0,0.0
-0.2760509,0.957267,0.0,0.0
-0.2832053,0.950232,0.0,0.0
-0.2902226,0.9432153,0.0,0.0
-0.2971917,0.936131,0.0,0.0
-0.3041129,0.9289799,0.0,0.0
-0.3109864,0.9217627,0.0,0.0
-0.3178125,0.9144801,0.0,0.0
-0.3245912,0.9071329,0.0,0.0
-0.3313229,0.8997219,0.0,0.0
-0.3380078,0.8922478,0.0,0.0
-0.3446461,0.8847113,0.0,0.0
-0.351238,0.8771132,0.0,0.0
-0.3577837,0.8694543,0.0,0.0
-0.364195,0.861841,0.0,0.0
-0.3705336,0.8542045,0.0,0.0
-0.3768287,0.8465118,0.0,0.0
-0.3830807,0.8387635,0.0,0.0
-0.3892901,0.8309605,0.0,0.0
-0.3954573,0.8231036,0.0,0.0
-0.4015828,0.8151936,0.0,0.0
-0.407667,0.8072314,0.0,0.0
-0.4137104,0.7992178,0.0,0.0
-0.4197133,0.7911535,0.0,0.0
-0.4256762,0.7830395,0.0,0.0
-0.4315907,0.7748887,0.0,0.0
-0.4373671,0.7668293,0.0,0.0
-0.4431064,0.7587243,0.0,0.0
-0.4488092,0.7505747,0.0,0.0
-0.4544761,0.7423812,0.0,0.0
-0.4601078,0.7341447,0.0,0.0
-0.4657047,0.7258661,0.0,0.0
-0.4712675,0.7175462,0.0,0.0
-0.4767969,0.7091859,0.0,0.0
-0.4822933,0.700786,0.0,0.0
-0.4877574,0.6923474,0.0,0.0
-0.4931898,0.683871,0.0,0.0
-0.4985742,0.6753842,0.0,0.0
-0.5038562,0.6669768,0.0,0.0
-0.5091094,0.6585353,0.0,0.0
-0.5143345,0.6500606,0.0,0.0
-0.5195321,0.6415535,0.0,0.0
-0.5247029,0.6330149,0.0,0.0
-0.5298476,0.6244457,0.0,0.0
-0.534967,0.6158467,0.0,0.0
-0.5400617,0.6072189,0.0,0.0
-0.5451323,0.598563,0.0,0.0
-0.5501796,0.5898799,0.0,0.0
-0.5552043,0.5811706,0.0,0.0
-0.5602009,0.5724465,0.0,0.0
-0.5651186,0.5637995,0.0,0.0
-0.5700164,0.5551294,0.0,0.0
-0.574895,0.5464372,0.0,0.0
-0.5797549,0.5377235,0.0,0.0
-0.5845971,0.5289894,0.0,0.0
-0.5894222,0.5202356,0.0,0.0
-0.594231,0.511463,0.0,0.0
-0.5990241,0.5026725,0.0,0.0
-0.6038024,0.4938649,0.0,0.0
-0.6085665,0.485041,0.0,0.0
-0.6133171,0.4762019,0.0,0.0
-0.6180551,0.4673482,0.0,0.0
-0.6227506,0.4585382,0.0,0.0
-0.6274294,0.4497261,0.0,0.0
-0.6320979,0.4409022,0.0,0.0
-0.6367568,0.4320675,0.0,0.0
-0.6414069,0.4232226,0.0,0.0
-0.6460488,0.4143685,0.0,0.0
-0.6506833,0.405506,0.0,0.0
-0.6553111,0.3966359,0.0,0.0
-0.659933,0.3877592,0.0,0.0
-0.6645496,0.3788765,0.0,0.0
-0.6691618,0.3699887,0.0,0.0
-0.6737703,0.3610968,0.0,0.0
-0.6783717,0.3522092,0.0,0.0
-0.6829668,0.3433268,0.0,0.0
-0.6875603,0.3344427,0.0,0.0
-0.6921529,0.3255576,0.0,0.0
-0.6967453,0.3166724,0.0,0.0
-0.7013382,0.3077879,0.0,0.0
-0.7059323,0.2989049,0.0,0.0
-0.7105283,0.2900242,0.0,0.0
-0.7151268,0.2811466,0.0,0.0
-0.7197287,0.2722729,0.0,0.0
-0.7243345,0.263404,0.0,0.0
-0.728945,0.2545405,0.0,0.0
-0.7335635,0.2456784,0.0,0.0
-0.738205,0.2367909,0.0,0.0
-0.7428533,0.2279113,0.0,0.0
-0.747509,0.2190405,0.0,0.0
-0.7521727,0.2101792,0.0,0.0
-0.756845,0.2013281,0.0,0.0
-0.7615266,0.192488,0.0,0.0
-0.766218,0.1836597,0.0,0.0
-0.77092,0.174844,0.0,0.0
-0.7756332,0.1660416,0.0,0.0
-0.7803582,0.1572532,0.0,0.0
-0.7850956,0.1484797,0.0,0.0
-0.789846,0.1397218,0.0,0.0
-0.7946482,0.1309106,0.0,0.0
